date_sold,COGS,price_sold,customer,units_sold
6/18/2017,2.6,4.95,JF93837,41000
6/18/2017,1.6,5.94,SS93393,5000
6/19/2017,3.75,3.96,ST20938,29000
6/19/2017,5.45,5.94,SD61301,31000
6/19/2017,4.1,4.95,FF39393,21000
6/20/2017,1.8,7.92,SD61301,44000
6/20/2017,3.1,6.93,BH66216,22000
6/20/2017,5.55,7.92,AU44452,11000
6/21/2017,5.7,8.91,FF39393,9000
6/21/2017,1.1,3.96,JI20398,58000
6/21/2017,4.1,4.95,DI41455,20000
6/22/2017,4.7,5.94,SS93393,26000
6/22/2017,4.5,3.96,KM81354,42000
6/22/2017,1.95,8.91,WE42352,57000
6/22/2017,1.2,6.93,AU53252,34000
6/23/2017,5.7,4.95,WE68594,17000
6/23/2017,3.9,5.94,FU92873,38000
6/23/2017,2.85,7.92,QZ38383,11000
6/23/2017,2.2,6.93,FF39393,34000
6/25/2017,2.6,6.93,ST20938,42000
6/25/2017,5.45,5.94,EB26526,5000
6/25/2017,2.8,3.96,KN84849,25000
6/25/2017,1.7,4.95,ST20938,46000
6/26/2017,4,4.95,KN84849,58000
6/27/2017,2.95,4.95,EI92873,38000
6/27/2017,1.3,8.91,KM81354,59000
6/27/2017,1.65,4.95,AJ30909,8000
6/28/2017,1.3,8.91,KN84849,32000
6/29/2017,1.2,7.92,FIO2818,43000
6/30/2017,3.2,7.92,KN84849,15000
6/30/2017,5.9,4.95,ST20938,13000
6/30/2017,5.55,3.96,WI38374,28000
7/1/2017,1.5,6.93,AU44452,30000
7/1/2017,5.15,5.94,SD61301,6000
7/1/2017,1.25,5.94,KM81354,41000
7/1/2017,3.4,8.91,EI92873,12000
7/1/2017,5.15,6.93,DC54863,52000
7/2/2017,4.6,4.95,DI92747,52000
7/2/2017,1.05,7.92,WI38374,20000
7/3/2017,1.5,3.96,JI20398,41000
7/3/2017,4.95,3.96,AJ30909,42000
7/3/2017,3.7,3.96,QW56895,17000
7/3/2017,1.05,7.92,BH66216,53000
7/3/2017,2.05,4.95,AL30JS,48000
7/3/2017,2.45,7.92,RS29392,33000
7/4/2017,5.05,6.93,WE42352,15000
7/4/2017,5.3,7.92,SS93393,40000
7/4/2017,1.85,8.91,EI92873,43000
7/5/2017,4.85,8.91,BH66216,16000
7/5/2017,1.05,8.91,QB52151,47000
7/6/2017,2.05,8.91,AL30JS,52000
7/6/2017,1.3,5.94,DC54863,19000
7/6/2017,5.45,7.92,EI92873,4000
7/6/2017,1.4,7.92,FF39393,50000
7/6/2017,2.15,5.94,WE42352,40000
7/6/2017,4.75,7.92,QW56895,46000
7/6/2017,3.25,5.94,EN15154,27000
7/7/2017,2.7,4.95,DC54863,23000
7/8/2017,3.55,7.92,DC54863,3000
7/8/2017,2.85,5.94,KM81354,33000
7/8/2017,3,8.91,AU44452,29000
7/8/2017,4.2,7.92,UY59785,23000
7/8/2017,1.1,7.92,AJ93848,37000
7/9/2017,1.75,8.91,QZ38383,43000
7/9/2017,3.95,6.93,FU92873,7000
7/9/2017,2.75,4.95,QW56895,13000
7/9/2017,2.8,5.94,EN15154,47000
7/10/2017,5.25,3.96,WG15152,44000
7/10/2017,2.75,5.94,WE42352,21000
7/10/2017,2.75,8.91,DI41455,33000
7/10/2017,1.2,6.93,QZ38383,52000
7/11/2017,1.05,4.95,KO54545,32000
7/11/2017,1.85,6.93,KN84849,56000
7/11/2017,2.45,7.92,JI20398,59000
7/11/2017,4.7,8.91,SD61301,10000
7/12/2017,1.35,6.93,LL22355,3000
7/12/2017,1.15,5.94,JF93837,48000
7/13/2017,1.2,3.96,AU44452,49000
7/14/2017,1.75,8.91,EN15154,54000
7/15/2017,5.85,4.95,DI92747,52000
7/15/2017,2.15,8.91,TW29382,1000
7/16/2017,3.4,3.96,KM81354,1000
7/17/2017,1.25,5.94,BH66216,55000
7/17/2017,3.4,7.92,EI92873,17000
7/17/2017,3.65,3.96,WE68594,23000
7/17/2017,5.25,4.95,KN84849,6000
7/18/2017,4.45,8.91,LL22355,50000
7/18/2017,2.65,7.92,EI92873,57000
7/18/2017,1.75,4.95,KN84849,24000
7/18/2017,5.8,3.96,FIO2818,11000
7/19/2017,5.4,4.95,AJ30909,11000
7/19/2017,5.7,7.92,UY59785,17000
7/19/2017,4.05,7.92,WG15152,14000
7/20/2017,1.35,4.95,DC54863,25000
7/20/2017,1.45,6.93,AU53252,26000
7/21/2017,4.35,5.94,DI92747,1000
7/21/2017,3.8,8.91,QW56895,22000
7/21/2017,5.2,6.93,FF39393,36000
7/22/2017,1.7,7.92,AU53252,1000
7/22/2017,3.75,5.94,TW29382,16000
7/23/2017,4.65,3.96,DI41455,7000
7/23/2017,1.8,7.92,AJ30909,53000
7/23/2017,5.2,5.94,KO54545,30000
7/23/2017,1.1,6.93,AU53252,55000
7/24/2017,5.1,6.93,WI38374,10000
7/24/2017,1.2,6.93,QW56895,49000
7/25/2017,2.55,6.93,UY59785,1000
7/25/2017,1.65,7.92,LL22355,20000
7/25/2017,1.75,6.93,DI41455,4000
7/25/2017,1.15,7.92,AJ93848,10000
7/25/2017,1.05,5.94,QZ38383,2000
7/26/2017,3.05,3.96,RS29392,55000
7/26/2017,4.8,6.93,EN15154,36000
7/26/2017,1.6,7.92,JF93837,24000
7/26/2017,1.35,3.96,UY59785,29000
7/26/2017,4.95,5.94,FU92873,12000
7/27/2017,4.35,8.91,AJ93848,56000
7/27/2017,1.05,5.94,DC54863,14000
7/27/2017,3.1,7.92,QW56895,47000
7/27/2017,4.65,5.94,FF39393,22000
7/28/2017,3.7,4.95,RS29392,33000
7/28/2017,2.35,8.91,QB52151,27000
7/28/2017,4.35,6.93,DI92747,29000
7/29/2017,1.5,7.92,AU53252,25000
7/29/2017,1.65,7.92,QZ38383,46000
7/29/2017,5.4,4.95,SD61301,57000
7/29/2017,4.15,3.96,TW29382,12000
7/30/2017,5.8,4.95,LL22355,32000
7/31/2017,5.2,5.94,WG15152,7000
7/31/2017,4.2,5.94,WE68594,37000
7/31/2017,1.3,4.95,AL30JS,43000
7/31/2017,2.7,8.91,FF39393,3000
8/1/2017,4.05,6.93,WE68594,44000
8/1/2017,5.3,5.94,KM81354,12000
8/1/2017,2.6,4.95,AU53252,5000
8/2/2017,1.6,6.93,DC54863,34000
8/2/2017,1.35,5.94,KN84849,11000
8/2/2017,5.15,7.92,AJ93848,28000
8/2/2017,4.95,6.93,EN15154,43000
8/3/2017,3.55,7.92,AJ30909,27000
8/3/2017,3.05,7.92,FIO2818,12000
8/3/2017,2.85,4.95,BH66216,25000
8/3/2017,4.45,6.93,EB26526,44000
8/3/2017,4.35,7.92,RS29392,2000
8/4/2017,5.85,8.91,TW29382,41000
8/4/2017,3.65,6.93,RS29392,36000
8/4/2017,4.65,7.92,AU53252,39000
8/4/2017,3.4,6.93,AU44452,41000
8/4/2017,3.05,7.92,AU53252,7000
8/5/2017,4.95,6.93,TW29382,12000
8/6/2017,4.3,6.93,DC54863,48000
8/6/2017,5.45,6.93,UY59785,27000
8/6/2017,1.35,4.95,JF93837,2000
8/6/2017,2.65,4.95,UY59785,24000
8/7/2017,5.25,7.92,KO54545,8000
8/8/2017,2.5,6.93,FF39393,4000
8/8/2017,2.55,6.93,JI20398,39000
8/8/2017,4.2,7.92,AJ93848,49000
8/9/2017,2.75,5.94,JF93837,48000
8/9/2017,3.35,4.95,WI38374,54000
8/9/2017,1.35,5.94,WG15152,32000
8/9/2017,4.35,7.92,EB26526,51000
8/10/2017,2.95,6.93,RS29392,9000
8/10/2017,2.35,7.92,AL30JS,38000
8/10/2017,3,8.91,AJ30909,35000
8/11/2017,4.5,7.92,KN84849,2000
8/12/2017,1.15,6.93,FF39393,31000
8/12/2017,1.2,4.95,FU92873,31000
8/12/2017,5.65,6.93,FIO2818,51000
8/12/2017,5.7,7.92,FIO2818,5000
8/12/2017,2.6,3.96,SS93393,47000
8/13/2017,4.75,3.96,QW56895,57000
8/13/2017,5.15,4.95,EI92873,33000
8/13/2017,5.25,6.93,WG15152,40000
8/14/2017,4.55,5.94,SD61301,47000
8/14/2017,5.6,6.93,TW29382,33000
8/14/2017,1.25,4.95,DI41455,44000
8/14/2017,3.5,5.94,LL22355,48000
8/14/2017,2.7,8.91,AU53252,34000
8/15/2017,2.45,5.94,WG15152,54000
8/15/2017,3.95,4.95,FF39393,31000
8/15/2017,2.05,8.91,JI20398,21000
8/16/2017,4.4,6.93,UY59785,6000
8/16/2017,1.2,3.96,SS93393,6000
8/16/2017,5.7,4.95,FIO2818,48000
8/16/2017,4.25,4.95,FU92873,42000
8/16/2017,2.65,6.93,KM81354,24000
8/16/2017,3.35,6.93,WG15152,21000
8/17/2017,4.5,5.94,FF39393,42000
8/17/2017,5.7,6.93,WI38374,14000
8/17/2017,5.35,5.94,AJ93848,4000
8/17/2017,3.45,3.96,DI41455,50000
8/17/2017,4.2,6.93,DI41455,6000
8/18/2017,1.8,5.94,FU92873,16000
8/18/2017,4.25,5.94,SD61301,57000
8/18/2017,1.8,7.92,AU44452,56000
8/18/2017,5.15,5.94,WG15152,51000
8/19/2017,3.25,4.95,KN84849,4000
8/19/2017,4.95,6.93,EN15154,18000
8/19/2017,2.3,3.96,QB52151,60000
8/19/2017,4.65,5.94,WE68594,50000
8/19/2017,2.6,6.93,BH66216,11000
8/20/2017,5.95,4.95,FF39393,21000
8/20/2017,1.85,5.94,DI41455,18000
8/20/2017,3.2,8.91,LL22355,26000
8/21/2017,4.2,7.92,WG15152,33000
8/21/2017,2.7,7.92,DI92747,54000
8/21/2017,4.55,6.93,DC54863,16000
8/21/2017,5.95,4.95,WG15152,6000
8/22/2017,2.25,8.91,WE42352,3000
8/23/2017,1.65,7.92,FU92873,50000
8/23/2017,4.35,7.92,RS29392,20000
8/23/2017,4.5,7.92,WI38374,4000
8/23/2017,5.8,4.95,FIO2818,39000
8/24/2017,4.3,6.93,AJ93848,30000
8/24/2017,2.3,6.93,WI38374,33000
8/24/2017,3.35,6.93,EB26526,5000
8/24/2017,1.9,6.93,UY59785,54000
8/25/2017,4.4,7.92,RS29392,16000
8/25/2017,2.3,4.95,SS93393,9000
8/25/2017,5.75,5.94,KO54545,40000
8/25/2017,4.1,5.94,LL22355,38000
8/26/2017,1.7,4.95,ST20938,15000
8/26/2017,5.4,6.93,AL30JS,14000
8/26/2017,4.35,6.93,BH66216,9000
8/27/2017,3.2,8.91,QZ38383,32000
8/27/2017,1.65,7.92,DI41455,43000
8/29/2017,1.4,7.92,SS93393,3000
8/29/2017,1.05,4.95,KM81354,39000
8/29/2017,4.35,6.93,WG15152,60000
8/30/2017,3.15,7.92,TW29382,28000
8/30/2017,4.7,5.94,AU44452,22000
8/31/2017,3.75,6.93,LL22355,1000
8/31/2017,1.85,7.92,BH66216,40000
8/31/2017,1.7,7.92,SS93393,5000
8/31/2017,1.25,8.91,SD61301,46000
9/1/2017,4.95,7.92,WI38374,32000
9/1/2017,4.95,6.93,KM81354,54000
9/1/2017,1.75,4.95,AJ93848,52000
9/2/2017,3.05,4.95,BH66216,32000
9/2/2017,4.85,4.95,AJ93848,8000
9/2/2017,1.6,4.95,QW56895,33000
9/3/2017,2.5,6.93,AJ93848,29000
9/3/2017,2.8,5.94,QW56895,52000
9/3/2017,4.65,7.92,JF93837,9000
9/3/2017,3.15,4.95,SS93393,55000
9/4/2017,5.1,4.95,BH66216,59000
9/4/2017,3.2,3.96,DC54863,58000
9/4/2017,1.3,6.93,FIO2818,33000
9/5/2017,5.95,4.95,LL22355,58000
9/5/2017,5.9,4.95,BH66216,23000
9/5/2017,2.45,7.92,QW56895,2000
9/6/2017,1.65,4.95,QW56895,15000
9/7/2017,1.05,5.94,FU92873,58000
9/7/2017,4.7,7.92,FF39393,13000
9/8/2017,5.8,7.92,LL22355,19000
9/8/2017,5.5,6.93,AU53252,13000
9/8/2017,2.9,6.93,QB52151,35000
9/9/2017,1.35,4.95,AJ30909,45000
9/9/2017,3.15,5.94,KO54545,18000
9/10/2017,5.4,8.91,DI41455,50000
9/10/2017,2.5,6.93,EB26526,38000
9/10/2017,1.2,7.92,AU44452,25000
9/10/2017,5.25,3.96,AU53252,42000
9/10/2017,3.5,3.96,EI92873,53000
9/10/2017,5.1,3.96,EI92873,38000
9/11/2017,2.8,3.96,WI38374,15000
9/11/2017,3.6,6.93,FU92873,30000
9/12/2017,4.4,3.96,SS93393,11000
9/12/2017,1.75,6.93,SD61301,18000
9/12/2017,1.3,8.91,EI92873,12000
9/12/2017,2.05,4.95,EI92873,32000
9/12/2017,1.6,4.95,FU92873,33000
9/13/2017,1.1,4.95,DI92747,59000
9/13/2017,1.8,6.93,ST20938,29000
9/13/2017,3.45,6.93,EB26526,38000
9/13/2017,4.1,4.95,DI41455,29000
9/13/2017,5.85,7.92,DI92747,20000
9/13/2017,1.3,6.93,AU44452,36000
9/14/2017,1.6,5.94,AL30JS,33000
9/14/2017,5.5,7.92,AL30JS,55000
9/14/2017,4.35,6.93,FIO2818,29000
9/16/2017,5.7,4.95,EB26526,39000
9/16/2017,1.95,3.96,SS93393,13000
9/17/2017,1.2,5.94,DC54863,37000
9/17/2017,4.3,4.95,SS93393,30000
9/17/2017,6,7.92,TW29382,11000
9/18/2017,3.65,5.94,WI38374,21000
9/19/2017,5.05,3.96,UY59785,40000
9/19/2017,5.4,8.91,UY59785,44000
9/19/2017,4.45,5.94,SD61301,36000
9/19/2017,2.5,7.92,KN84849,33000
9/19/2017,2.35,4.95,EI92873,48000
9/20/2017,3.65,5.94,AU53252,28000
9/20/2017,4.25,5.94,WE42352,12000
9/21/2017,2.55,6.93,BH66216,38000
9/22/2017,3.1,3.96,WG15152,22000
9/22/2017,2.15,4.95,WE68594,48000
9/22/2017,5.2,5.94,DI41455,55000
9/22/2017,2.9,5.94,WI38374,30000
9/22/2017,3.3,7.92,RS29392,14000
9/23/2017,4.75,6.93,WE42352,17000
9/23/2017,4.2,7.92,FF39393,11000
9/24/2017,5.45,4.95,EI92873,60000
9/26/2017,2.3,8.91,LL22355,58000
9/26/2017,1.35,4.95,AJ30909,28000
9/26/2017,1.55,5.94,JF93837,60000
9/27/2017,5.95,4.95,KM81354,40000
9/27/2017,2.8,7.92,WE68594,46000
9/27/2017,4.4,3.96,AU53252,47000
9/27/2017,4.85,7.92,FU92873,41000
9/27/2017,5.45,5.94,WI38374,30000
9/27/2017,2.35,3.96,KM81354,1000
9/28/2017,3.55,3.96,EB26526,4000
9/28/2017,5.9,5.94,EB26526,54000
9/29/2017,4.5,4.95,WG15152,16000
9/29/2017,4.3,7.92,AU44452,15000
9/29/2017,2.5,7.92,SS93393,56000
9/30/2017,3.5,3.96,JF93837,27000
9/30/2017,2.55,7.92,SS93393,36000
10/1/2017,3.15,6.93,WG15152,23000
10/1/2017,1.75,7.92,AU53252,3000
10/1/2017,5.3,6.93,JI20398,55000
10/2/2017,1.1,7.92,EN15154,34000
10/3/2017,3.85,4.95,AJ30909,16000
10/3/2017,3.1,5.94,LL22355,53000
10/3/2017,4.95,7.92,DC54863,3000
10/4/2017,3.2,7.92,WI38374,29000
10/4/2017,4,6.93,EI92873,8000
10/4/2017,3.3,4.95,WG15152,18000
10/5/2017,3.4,4.95,KO54545,51000
10/5/2017,1.55,5.94,WE68594,18000
10/5/2017,2.75,5.94,WE68594,40000
10/5/2017,4.15,8.91,QB52151,56000
10/6/2017,1.2,4.95,TW29382,36000
10/6/2017,3.1,8.91,BH66216,52000
10/6/2017,5.5,5.94,DI41455,15000
10/6/2017,2.6,7.92,WG15152,31000
10/6/2017,2.05,8.91,WE42352,24000
10/6/2017,5.5,4.95,EB26526,59000
10/6/2017,2.35,4.95,QW56895,48000
10/7/2017,1.15,4.95,QB52151,49000
10/7/2017,2.45,7.92,QZ38383,10000
10/7/2017,3.5,7.92,ST20938,44000
10/8/2017,3.55,6.93,WE68594,26000
10/8/2017,1.9,3.96,WE42352,8000
10/8/2017,2.75,4.95,WE42352,8000
10/8/2017,4.65,8.91,WG15152,22000
10/9/2017,2.8,6.93,AJ93848,22000
10/10/2017,4.7,7.92,ST20938,20000
10/10/2017,3.45,5.94,JI20398,36000
10/11/2017,1.75,6.93,UY59785,21000
10/11/2017,5.8,5.94,WE68594,48000
10/11/2017,5.25,6.93,JI20398,36000
10/11/2017,5.45,8.91,TW29382,55000
10/11/2017,3.8,5.94,FIO2818,34000
10/11/2017,1.3,6.93,EB26526,27000
10/12/2017,4.3,4.95,DI92747,25000
10/12/2017,1.7,6.93,KM81354,15000
10/12/2017,2.25,4.95,JI20398,29000
10/12/2017,2.75,6.93,AJ93848,15000
10/13/2017,3.25,4.95,EN15154,12000
10/13/2017,4.1,5.94,LL22355,18000
10/14/2017,4.45,4.95,RS29392,28000
10/14/2017,4.2,5.94,ST20938,27000
10/14/2017,3.3,3.96,WG15152,9000
10/14/2017,2.45,4.95,WE68594,59000
10/15/2017,3.1,8.91,FF39393,30000
10/15/2017,4.1,5.94,FU92873,23000
10/16/2017,3.9,6.93,TW29382,13000
10/16/2017,2.05,5.94,WI38374,30000
10/17/2017,5.95,3.96,AU53252,30000
10/17/2017,2.3,7.92,UY59785,43000
10/17/2017,2.1,5.94,EN15154,18000
10/18/2017,3.35,7.92,DI92747,52000
10/18/2017,3.65,7.92,QZ38383,40000
10/18/2017,3.9,4.95,DI41455,6000
10/19/2017,1.25,6.93,UY59785,31000
10/19/2017,1.8,8.91,RS29392,38000
10/19/2017,3.75,7.92,TW29382,16000
10/19/2017,5.6,4.95,FIO2818,41000
10/19/2017,5.8,4.95,UY59785,2000
10/19/2017,1.6,6.93,EN15154,49000
10/20/2017,1.4,5.94,AJ93848,55000
10/21/2017,4.05,6.93,EN15154,57000
10/21/2017,5.8,6.93,KN84849,18000
10/22/2017,3.95,5.94,FIO2818,41000
10/22/2017,1.55,7.92,AU53252,39000
10/22/2017,1,7.92,ST20938,13000
10/23/2017,4,5.94,TW29382,41000
10/23/2017,1.35,3.96,QZ38383,47000
10/24/2017,5.75,5.94,SD61301,20000
10/24/2017,2,5.94,EB26526,27000
10/24/2017,2,8.91,QZ38383,58000
10/24/2017,3.7,3.96,FIO2818,55000
10/24/2017,3.65,5.94,EI92873,4000
10/24/2017,1.6,7.92,EI92873,11000
10/24/2017,4.7,4.95,JI20398,54000
10/25/2017,3.15,6.93,KN84849,8000
10/25/2017,2.3,5.94,DC54863,58000
10/25/2017,5,5.94,FIO2818,53000
10/25/2017,3.05,4.95,WE42352,43000
10/25/2017,6,7.92,KO54545,23000
10/26/2017,1.65,8.91,LL22355,3000
10/26/2017,2.35,6.93,EI92873,55000
10/26/2017,3.7,5.94,FF39393,9000
10/26/2017,5.85,7.92,QW56895,39000
10/27/2017,1.3,5.94,TW29382,53000
10/27/2017,3.6,3.96,FU92873,14000
10/27/2017,1.55,7.92,WG15152,19000
10/28/2017,3.45,5.94,KN84849,11000
10/29/2017,3.55,6.93,EN15154,42000
10/29/2017,2.6,8.91,WE42352,16000
10/29/2017,3.4,4.95,WI38374,30000
10/29/2017,1.85,4.95,QZ38383,56000
10/30/2017,4.05,4.95,AU44452,25000
10/30/2017,3.45,7.92,FF39393,40000
10/30/2017,2.75,5.94,JI20398,57000
10/30/2017,4.05,7.92,ST20938,51000
10/30/2017,3.9,4.95,AJ93848,9000
10/30/2017,4.7,5.94,EN15154,46000
10/31/2017,4.9,6.93,AJ30909,25000
10/31/2017,5.85,4.95,AU44452,43000
10/31/2017,1.9,5.94,AU44452,49000
10/31/2017,2.15,6.93,AU44452,24000
11/1/2017,5.85,3.96,JF93837,43000
11/1/2017,3.75,4.95,SS93393,59000
11/1/2017,2.5,5.94,WE42352,57000
11/1/2017,3.3,8.91,TW29382,55000
11/1/2017,2.75,7.92,JI20398,33000
11/2/2017,5,5.94,WE42352,3000
11/2/2017,2.2,6.93,AJ30909,22000
11/2/2017,1.1,7.92,FU92873,14000
11/3/2017,4.45,7.92,ST20938,57000
11/3/2017,6,4.95,KO54545,28000
11/3/2017,4.35,6.93,RS29392,31000
11/4/2017,4.75,6.93,AU44452,17000
11/4/2017,1.65,3.96,EB26526,11000
11/4/2017,2.1,4.95,RS29392,1000
11/4/2017,1.45,6.93,FIO2818,1000
11/4/2017,2.45,7.92,QB52151,4000
11/4/2017,1.05,5.94,DI41455,38000
11/4/2017,5.05,6.93,DI92747,57000
11/4/2017,1.7,6.93,WI38374,53000
11/6/2017,4.5,7.92,QB52151,14000
11/6/2017,4.4,5.94,FIO2818,18000
11/6/2017,5.5,3.96,DC54863,28000
11/6/2017,1.95,3.96,WE42352,14000
11/6/2017,2.05,4.95,WE68594,19000
11/6/2017,2.35,4.95,BH66216,24000
11/7/2017,5.15,5.94,AJ93848,47000
11/7/2017,1.25,8.91,AU53252,2000
11/7/2017,5.9,8.91,AJ30909,57000
11/8/2017,1.5,3.96,EN15154,24000
11/8/2017,4,5.94,EN15154,27000
11/9/2017,3.3,8.91,KM81354,16000
11/9/2017,1.95,7.92,EI92873,12000
11/9/2017,4.95,7.92,SD61301,42000
11/9/2017,3,5.94,WE42352,43000
11/9/2017,2.4,5.94,KM81354,6000
11/9/2017,2.35,8.91,QW56895,15000
11/9/2017,4.1,3.96,TW29382,46000
11/10/2017,3.7,7.92,WE42352,3000
11/10/2017,2.95,4.95,EI92873,44000
11/10/2017,4,4.95,EI92873,21000
11/10/2017,4.9,7.92,KM81354,30000
11/10/2017,1.1,3.96,AU44452,16000
11/12/2017,1.85,5.94,AU53252,55000
11/12/2017,2.6,5.94,QZ38383,58000
11/12/2017,5.8,5.94,WI38374,57000
11/12/2017,5.8,5.94,DI92747,8000
11/12/2017,3,4.95,DC54863,9000
11/12/2017,3.8,6.93,TW29382,8000
11/13/2017,3.4,6.93,QZ38383,12000
11/13/2017,3.75,6.93,AJ93848,54000
11/13/2017,3.95,5.94,EN15154,21000
11/13/2017,1.25,7.92,DI41455,19000
11/14/2017,4.25,7.92,AJ93848,2000
11/14/2017,4.4,8.91,AU44452,41000
11/14/2017,3.4,8.91,EI92873,59000
11/14/2017,3,4.95,DI92747,30000
11/15/2017,3,8.91,EB26526,41000
11/15/2017,1.45,6.93,JI20398,8000
11/16/2017,5.6,8.91,KM81354,59000
11/16/2017,5.75,4.95,FU92873,23000
11/16/2017,1.1,7.92,DC54863,3000
11/17/2017,2.9,6.93,SD61301,52000
11/17/2017,5.55,8.91,DC54863,19000
11/17/2017,3.65,4.95,SS93393,19000
11/17/2017,3.1,5.94,QW56895,47000
11/17/2017,5.65,5.94,EB26526,17000
11/17/2017,3.4,4.95,WG15152,34000
11/17/2017,5.3,5.94,FIO2818,9000
11/18/2017,4.5,4.95,DI41455,47000
11/18/2017,1.2,5.94,QZ38383,41000
11/18/2017,4.25,5.94,FU92873,49000
11/18/2017,5.2,6.93,SD61301,57000
11/18/2017,3.25,4.95,JI20398,38000
11/18/2017,1.95,7.92,KN84849,58000
11/19/2017,5.15,7.92,JI20398,4000
11/19/2017,4.95,7.92,UY59785,58000
11/19/2017,3,8.91,BH66216,35000
11/20/2017,5.15,7.92,SS93393,4000
11/20/2017,5.3,8.91,JI20398,39000
11/20/2017,1.65,7.92,EN15154,34000
11/20/2017,3.9,4.95,JI20398,17000
11/20/2017,4.55,4.95,WI38374,10000
11/21/2017,3.05,5.94,WE68594,26000
11/21/2017,4.7,8.91,BH66216,30000
11/21/2017,2.95,7.92,EI92873,24000
11/21/2017,2.65,3.96,EB26526,2000
11/22/2017,4.9,5.94,JI20398,33000
11/22/2017,3.1,3.96,AU44452,18000
11/22/2017,5.85,7.92,RS29392,60000
11/22/2017,4.3,3.96,FU92873,57000
11/22/2017,5.8,5.94,FF39393,19000
11/23/2017,1.55,3.96,WI38374,19000
11/23/2017,2.6,6.93,TW29382,57000
11/23/2017,5.2,6.93,SD61301,33000
11/23/2017,4.65,7.92,AU53252,46000
11/23/2017,1.65,6.93,FU92873,37000
11/23/2017,1.1,4.95,WE42352,55000
11/24/2017,1.5,6.93,SD61301,57000
11/24/2017,5.1,7.92,EI92873,52000
11/25/2017,3.45,3.96,QZ38383,29000
11/25/2017,3.85,7.92,KO54545,16000
11/26/2017,5.65,4.95,DI92747,49000
11/26/2017,4.4,3.96,FIO2818,59000
11/27/2017,1.2,5.94,BH66216,59000
11/29/2017,5.15,7.92,FU92873,43000
11/30/2017,4.75,6.93,SD61301,41000
11/30/2017,4.05,6.93,WI38374,33000
11/30/2017,4,7.92,JI20398,40000
12/1/2017,5.5,6.93,AJ30909,25000
12/1/2017,4,4.95,RS29392,14000
12/1/2017,1.4,3.96,AL30JS,30000
12/2/2017,4,7.92,FIO2818,10000
12/2/2017,1.4,4.95,JI20398,56000
12/2/2017,5.3,8.91,AL30JS,12000
12/2/2017,4.1,6.93,AJ30909,35000
12/3/2017,3.1,5.94,QZ38383,59000
12/3/2017,5.7,6.93,DI41455,27000
12/3/2017,2.4,5.94,LL22355,38000
12/3/2017,2.05,5.94,ST20938,8000
12/4/2017,2.05,5.94,WI38374,51000
12/5/2017,5.45,6.93,EI92873,12000
12/6/2017,3.6,3.96,WG15152,13000
12/6/2017,3.7,4.95,DC54863,16000
12/6/2017,2.1,7.92,KM81354,21000
12/6/2017,1.9,5.94,JF93837,51000
12/6/2017,4.8,7.92,EB26526,48000
12/7/2017,4.85,8.91,JI20398,48000
12/7/2017,5.45,4.95,AJ93848,10000
12/8/2017,4,4.95,KN84849,48000
12/8/2017,1.55,6.93,AU44452,20000
12/8/2017,5.5,6.93,WI38374,7000
12/8/2017,5.65,4.95,LL22355,33000
12/9/2017,5.7,3.96,JI20398,6000
12/9/2017,3.55,4.95,AU53252,11000
12/9/2017,4,4.95,AU53252,35000
12/10/2017,4.65,7.92,ST20938,46000
12/10/2017,4.85,4.95,WE68594,58000
12/10/2017,1.55,4.95,TW29382,46000
12/10/2017,4.05,6.93,QW56895,58000
12/11/2017,3.15,3.96,WE68594,10000
12/11/2017,5.35,6.93,SS93393,59000
12/12/2017,1.05,5.94,DC54863,57000
12/12/2017,4.05,3.96,LL22355,3000
12/12/2017,3.25,3.96,DC54863,15000
12/13/2017,3.35,5.94,EB26526,13000
12/13/2017,4.4,8.91,SD61301,6000
12/13/2017,3.75,7.92,DI41455,3000
12/13/2017,4.55,8.91,AJ93848,16000
12/13/2017,3.65,4.95,DI41455,16000
12/13/2017,4.55,6.93,EB26526,58000
12/13/2017,5.8,6.93,DI41455,36000
12/14/2017,3.5,5.94,WE42352,52000
12/15/2017,5.2,4.95,AJ30909,6000
12/15/2017,2.95,5.94,FF39393,58000
12/15/2017,3.85,4.95,DI92747,37000
12/15/2017,4.1,5.94,FU92873,37000
12/15/2017,1.85,5.94,SD61301,57000
12/15/2017,4.85,3.96,AU53252,15000
12/16/2017,1.6,8.91,FIO2818,28000
12/16/2017,4.15,4.95,RS29392,12000
12/16/2017,1.85,7.92,AU53252,24000
12/17/2017,1.2,4.95,FIO2818,39000
12/17/2017,2.45,5.94,RS29392,57000
12/17/2017,2.5,5.94,DC54863,7000
12/17/2017,4.2,5.94,WG15152,31000
12/18/2017,1.85,6.93,DI41455,37000
12/18/2017,3.5,7.92,EB26526,17000
12/19/2017,2.7,5.94,FU92873,29000
12/19/2017,4.8,3.96,AU44452,22000
12/19/2017,5.55,4.95,WI38374,1000
12/19/2017,1.15,7.92,AL30JS,3000
12/19/2017,5.45,8.91,AU44452,14000
12/20/2017,2.1,7.92,LL22355,25000
12/20/2017,5.65,7.92,AJ30909,44000
12/20/2017,3.65,7.92,QB52151,57000
12/20/2017,3.55,6.93,EB26526,30000
12/20/2017,2.5,6.93,KM81354,44000
12/21/2017,2.9,5.94,BH66216,43000
12/22/2017,2.95,4.95,WE42352,32000
12/22/2017,3.15,7.92,FF39393,31000
12/22/2017,1.4,6.93,UY59785,50000
